,match,BowlingTeam,bowling_pos,bowlerName,O,M,R,W,ECON,0s,4s,6s,WD,NB
206,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,2,Ishant Sharma,4,0,26,1,6.50,13,4,0,0,1
207,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,3,Ajit Agarkar,4,0,46,1,11.50,6,4,3,0,0
208,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,4,Umar Gul,4,0,31,3,7.75,8,1,1,1,2
209,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,5,David Hussey,2,0,26,0,13.00,1,4,0,0,0
210,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,6,Sourav Ganguly,1,0,14,0,14.00,1,3,0,0,0
211,Rajasthan Royals vs Kolkata Knight Riders,Kolkata Knight Riders,7,Laxmi Shukla,1,0,16,1,16.00,1,1,1,0,1
212,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,1,Shane Watson,3.1,0,22,2,6.94,11,2,1,2,0
213,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,2,Sohail Tanvir,4,0,30,2,7.50,9,2,1,2,0
214,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,3,Siddharth Trivedi,4,0,31,2,7.75,8,1,2,2,0
215,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,4,Munaf Patel,4,0,29,0,7.25,7,1,1,0,0
216,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,5,Shane Warne,2,0,20,1,10.00,2,1,1,1,0
217,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,6,Yusuf Pathan,2,0,14,0,7.00,4,1,0,0,0
218,Deccan Chargers vs Kings XI Punjab,Kings XI Punjab,1,Sreesanth,4,0,33,1,8.25,9,5,0,1,0
219,Deccan Chargers vs Kings XI Punjab,Kings XI Punjab,2,Irfan Pathan,4,0,30,2,7.50,9,3,1,1,0
220,Deccan Chargers vs Kings XI Punjab,Kings XI Punjab,3,Vikram Singh,4,0,34,0,8.50,6,4,0,0,0
221,Deccan Chargers vs Kings XI Punjab,Kings XI Punjab,4,Piyush Chawla,4,0,28,3,7.00,8,2,1,0,0
222,Deccan Chargers vs Kings XI Punjab,Kings XI Punjab,5,Gagandeep Singh,4,0,37,1,9.25,10,5,1,0,0
223,Deccan Chargers vs Kings XI Punjab,Deccan Chargers,1,RP Singh,3.5,0,36,0,9.39,6,5,0,2,0
224,Deccan Chargers vs Kings XI Punjab,Deccan Chargers,2,Nuwan Zoysa,4,0,32,1,8.00,10,4,1,0,0
225,Deccan Chargers vs Kings XI Punjab,Deccan Chargers,3,Shahid Afridi,3,0,28,0,9.33,3,4,0,0,0
226,Deccan Chargers vs Kings XI Punjab,Deccan Chargers,4,Sanjay Bangar,4,0,26,0,6.50,9,3,0,0,0
227,Deccan Chargers vs Kings XI Punjab,Deccan Chargers,5,Doddapaneni Kalyankrishna,3,0,34,1,11.33,5,4,1,2,0
228,Deccan Chargers vs Kings XI Punjab,Deccan Chargers,6,Venugopal Rao,1,0,9,0,9.00,1,1,0,0,0
229,Chennai Super Kings vs Delhi Daredevils,Delhi Daredevils,1,Glenn McGrath,4,0,21,1,5.25,11,2,0,0,0
230,Chennai Super Kings vs Delhi Daredevils,Delhi Daredevils,2,Mohammad Asif,4,0,34,1,8.50,7,5,0,1,0
231,Chennai Super Kings vs Delhi Daredevils,Delhi Daredevils,3,Yo Mahesh,4,0,31,1,7.75,13,5,0,0,2
232,Chennai Super Kings vs Delhi Daredevils,Delhi Daredevils,4,Pradeep Sangwan,4,0,40,0,10.00,6,3,2,2,0
233,Chennai Super Kings vs Delhi Daredevils,Delhi Daredevils,5,Shoaib Malik,1,0,11,0,11.00,1,1,0,1,0
234,Chennai Super Kings vs Delhi Daredevils,Delhi Daredevils,6,Virender Sehwag,2,0,21,1,10.50,5,1,2,0,0
235,Chennai Super Kings vs Delhi Daredevils,Delhi Daredevils,7,Rajat Bhatia,1,0,11,1,11.00,1,0,1,0,0
236,Chennai Super Kings vs Delhi Daredevils,Chennai Super Kings,1,Makhaya Ntini,4,0,29,0,7.25,10,3,1,0,0
237,Chennai Super Kings vs Delhi Daredevils,Chennai Super Kings,2,Manpreet Gony,4,0,39,1,9.75,8,3,2,1,0
238,Chennai Super Kings vs Delhi Daredevils,Chennai Super Kings,3,Albie Morkel,4,0,40,0,10.00,7,6,0,1,0
239,Chennai Super Kings vs Delhi Daredevils,Chennai Super Kings,4,Joginder Sharma,3,0,35,1,11.66,4,2,2,0,1
240,Chennai Super Kings vs Delhi Daredevils,Chennai Super Kings,5,Muthiah Muralidaran,4,0,27,0,6.75,9,2,0,0,1
241,Royal Challengers Bangalore vs Deccan Chargers,Deccan Chargers,1,Paidikalva Vijaykumar,3,0,18,0,6.00,9,3,0,0,0
242,Royal Challengers Bangalore vs Deccan Chargers,Deccan Chargers,2,RP Singh,4,0,41,3,10.25,8,8,0,1,0
243,Royal Challengers Bangalore vs Deccan Chargers,Deccan Chargers,3,Scott Styris,4,0,29,1,7.25,8,0,2,1,0
244,Royal Challengers Bangalore vs Deccan Chargers,Deccan Chargers,4,Shahid Afridi,4,0,23,1,5.75,7,2,0,0,0
245,Royal Challengers Bangalore vs Deccan Chargers,Deccan Chargers,5,Pragyan Ojha,4,0,28,2,7.00,5,1,1,0,0
246,Royal Challengers Bangalore vs Deccan Chargers,Deccan Chargers,6,Sanjay Bangar,1,0,14,0,14.00,0,1,1,0,0
247,Royal Challengers Bangalore vs Deccan Chargers,Royal Challengers Bangalore,1,Dale Steyn,4,0,20,0,5.00,14,3,0,1,0
248,Royal Challengers Bangalore vs Deccan Chargers,Royal Challengers Bangalore,2,Zaheer Khan,4,0,24,2,6.00,10,3,0,0,0
249,Royal Challengers Bangalore vs Deccan Chargers,Royal Challengers Bangalore,3,Praveen Kumar,4,0,23,3,5.75,12,2,1,0,0
250,Royal Challengers Bangalore vs Deccan Chargers,Royal Challengers Bangalore,4,Anil Kumble,4,0,47,0,11.75,2,3,3,1,0
251,Royal Challengers Bangalore vs Deccan Chargers,Royal Challengers Bangalore,5,Jacques Kallis,4,0,35,1,8.75,6,4,1,0,0
252,Kings XI Punjab vs Kolkata Knight Riders,Kolkata Knight Riders,1,Ishant Sharma,4,0,41,0,10.25,9,6,1,0,1
253,Kings XI Punjab vs Kolkata Knight Riders,Kolkata Knight Riders,2,Ajit Agarkar,3,0,26,0,8.66,5,4,0,1,0
254,Kings XI Punjab vs Kolkata Knight Riders,Kolkata Knight Riders,3,Ashok Dinda,3,0,24,1,8.00,12,4,1,1,0
255,Kings XI Punjab vs Kolkata Knight Riders,Kolkata Knight Riders,4,Mohammad Hafeez,3,0,28,1,9.33,5,3,1,0,0
256,Kings XI Punjab vs Kolkata Knight Riders,Kolkata Knight Riders,5,David Hussey,3,0,23,1,7.66,8,2,1,0,0
257,Kings XI Punjab vs Kolkata Knight Riders,Kolkata Knight Riders,6,Umar Gul,4,0,27,2,6.75,9,3,0,2,0
258,Kings XI Punjab vs Kolkata Knight Riders,Kings XI Punjab,1,Sreesanth,4,0,25,2,6.25,13,3,0,1,0
259,Kings XI Punjab vs Kolkata Knight Riders,Kings XI Punjab,2,Irfan Pathan,4,0,18,2,4.50,16,1,1,1,0
260,Kings XI Punjab vs Kolkata Knight Riders,Kings XI Punjab,3,Vikram Singh,4,0,31,1,7.75,6,3,0,0,0
261,Kings XI Punjab vs Kolkata Knight Riders,Kings XI Punjab,4,Gagandeep Singh,4,0,43,1,10.75,6,2,3,0,0
262,Kings XI Punjab vs Kolkata Knight Riders,Kings XI Punjab,5,James Hopes,3,0,35,0,11.66,4,0,3,0,0
263,Kings XI Punjab vs Kolkata Knight Riders,Kings XI Punjab,6,Piyush Chawla,1,0,16,0,16.00,2,0,2,0,0
264,Mumbai Indians vs Delhi Daredevils,Delhi Daredevils,1,Glenn McGrath,4,0,26,0,6.50,11,4,0,0,0
265,Mumbai Indians vs Delhi Daredevils,Delhi Daredevils,2,Mohammad Asif,4,0,46,1,11.50,9,4,3,3,0
266,Mumbai Indians vs Delhi Daredevils,Delhi Daredevils,3,Yo Mahesh,4,0,33,3,8.25,11,5,1,0,0
267,Mumbai Indians vs Delhi Daredevils,Delhi Daredevils,4,Pradeep Sangwan,4,0,21,1,5.25,10,0,1,0,1
268,Mumbai Indians vs Delhi Daredevils,Delhi Daredevils,5,Rajat Bhatia,2,0,22,1,11.00,5,0,3,0,0
269,Mumbai Indians vs Delhi Daredevils,Delhi Daredevils,6,Virender Sehwag,1,0,2,1,2.00,4,0,0,0,0
270,Mumbai Indians vs Delhi Daredevils,Delhi Daredevils,7,Shoaib Malik,1,0,6,1,6.00,3,1,0,0,0
271,Mumbai Indians vs Delhi Daredevils,Mumbai Indians,1,Shaun Pollock,4,0,16,2,4.00,15,0,1,0,0
272,Mumbai Indians vs Delhi Daredevils,Mumbai Indians,2,Ashish Nehra,4,0,25,3,6.25,11,2,1,0,0
273,Mumbai Indians vs Delhi Daredevils,Mumbai Indians,3,Dwayne Bravo,3,0,27,1,9.00,6,2,1,0,0
274,Mumbai Indians vs Delhi Daredevils,Mumbai Indians,4,Dhawal Kulkarni,2.5,0,18,2,6.35,8,2,0,0,1
275,Mumbai Indians vs Delhi Daredevils,Mumbai Indians,5,Sanath Jayasuriya,1,0,16,0,16.00,0,0,2,0,0
276,Mumbai Indians vs Delhi Daredevils,Mumbai Indians,6,Dominic Thornely,2,0,15,1,7.50,3,2,0,0,0
277,Mumbai Indians vs Delhi Daredevils,Mumbai Indians,7,Rohan Raje,2,0,13,0,6.50,3,1,0,0,0
278,Chennai Super Kings vs Rajasthan Royals,Rajasthan Royals,1,Sohail Tanvir,4,0,14,6,3.50,17,2,0,0,0
279,Chennai Super Kings vs Rajasthan Royals,Rajasthan Royals,2,Shane Watson,4,0,19,1,4.75,18,3,0,2,0
280,Chennai Super Kings vs Rajasthan Royals,Rajasthan Royals,3,Munaf Patel,4,0,16,2,4.00,12,1,0,0,0
281,Chennai Super Kings vs Rajasthan Royals,Rajasthan Royals,4,Siddharth Trivedi,2,0,17,0,8.50,4,2,0,0,0
282,Chennai Super Kings vs Rajasthan Royals,Rajasthan Royals,5,Shane Warne,3,0,29,1,9.66,6,3,1,0,0
283,Chennai Super Kings vs Rajasthan Royals,Rajasthan Royals,6,Yusuf Pathan,2,0,9,0,4.50,6,1,0,0,0
284,Chennai Super Kings vs Rajasthan Royals,Chennai Super Kings,1,Makhaya Ntini,3,1,17,0,5.66,10,3,0,0,0
285,Chennai Super Kings vs Rajasthan Royals,Chennai Super Kings,2,Manpreet Gony,3,0,25,0,8.33,8,5,0,0,0
286,Chennai Super Kings vs Rajasthan Royals,Chennai Super Kings,3,Albie Morkel,1,0,10,0,10.00,4,0,0,3,1
287,Chennai Super Kings vs Rajasthan Royals,Chennai Super Kings,4,Muthiah Muralidaran,4,0,20,1,5.00,13,0,0,2,0
288,Chennai Super Kings vs Rajasthan Royals,Chennai Super Kings,5,Suresh Raina,1.2,0,10,0,7.50,2,1,0,0,0
289,Chennai Super Kings vs Rajasthan Royals,Chennai Super Kings,6,Vidyut Sivaramakrishnan,2,0,22,1,11.00,5,1,2,1,0
290,Royal Challengers Bangalore vs Kings XI Punjab,Kings XI Punjab,1,Sreesanth,4,0,16,2,4.00,17,2,0,2,0
291,Royal Challengers Bangalore vs Kings XI Punjab,Kings XI Punjab,2,Irfan Pathan,3.2,0,13,1,3.90,14,2,0,1,0
292,Royal Challengers Bangalore vs Kings XI Punjab,Kings XI Punjab,3,Gagandeep Singh,3,0,28,0,9.33,4,4,0,0,0
293,Royal Challengers Bangalore vs Kings XI Punjab,Kings XI Punjab,4,Vikram Singh,4,0,33,1,8.25,10,4,1,1,0
294,Royal Challengers Bangalore vs Kings XI Punjab,Kings XI Punjab,5,Piyush Chawla,4,0,25,3,6.25,12,2,0,1,0
295,Royal Challengers Bangalore vs Kings XI Punjab,Kings XI Punjab,6,James Hopes,1,0,10,0,10.00,2,2,0,0,0
296,Royal Challengers Bangalore vs Kings XI Punjab,Royal Challengers Bangalore,1,Dale Steyn,4,0,16,0,4.00,15,0,1,2,0
297,Royal Challengers Bangalore vs Kings XI Punjab,Royal Challengers Bangalore,2,Zaheer Khan,4,0,29,2,7.25,13,4,0,3,0
298,Royal Challengers Bangalore vs Kings XI Punjab,Royal Challengers Bangalore,3,Praveen Kumar,4,1,22,2,5.50,13,2,1,0,0
299,Royal Challengers Bangalore vs Kings XI Punjab,Royal Challengers Bangalore,4,Jacques Kallis,3,0,14,0,4.66,7,1,0,0,0
300,Royal Challengers Bangalore vs Kings XI Punjab,Royal Challengers Bangalore,5,Anil Kumble,3.2,0,36,0,10.80,7,5,1,2,0
301,Chennai Super Kings vs Deccan Chargers,Deccan Chargers,1,Paidikalva Vijaykumar,3,0,17,1,5.66,12,3,0,0,0
302,Chennai Super Kings vs Deccan Chargers,Deccan Chargers,2,RP Singh,3,0,12,2,4.00,11,1,0,2,0
303,Chennai Super Kings vs Deccan Chargers,Deccan Chargers,3,Scott Styris,3,0,24,1,8.00,8,1,2,1,0
304,Chennai Super Kings vs Deccan Chargers,Deccan Chargers,4,Shahid Afridi,3,0,27,1,9.00,6,5,0,0,0
305,Chennai Super Kings vs Deccan Chargers,Deccan Chargers,5,Sanjay Bangar,4,0,36,1,9.00,9,2,2,0,0
306,Chennai Super Kings vs Deccan Chargers,Deccan Chargers,6,Pragyan Ojha,4,0,22,1,5.50,10,0,1,1,0
307,Chennai Super Kings vs Deccan Chargers,Chennai Super Kings,1,Makhaya Ntini,4,0,37,0,9.25,10,2,3,0,0
308,Chennai Super Kings vs Deccan Chargers,Chennai Super Kings,2,Manpreet Gony,3,0,15,1,5.00,9,2,0,0,0
309,Chennai Super Kings vs Deccan Chargers,Chennai Super Kings,3,Albie Morkel,4,0,26,1,6.50,13,3,1,1,0
310,Chennai Super Kings vs Deccan Chargers,Chennai Super Kings,4,Joginder Sharma,3,0,45,0,15.00,7,5,3,0,2
311,Chennai Super Kings vs Deccan Chargers,Chennai Super Kings,5,Muthiah Muralidaran,4,0,24,1,6.00,12,3,0,1,0
312,Rajasthan Royals vs Mumbai Indians,Mumbai Indians,1,Shaun Pollock,3,0,19,1,6.33,7,2,0,0,0
313,Rajasthan Royals vs Mumbai Indians,Mumbai Indians,2,Ashish Nehra,3,0,13,3,4.33,12,2,0,0,0
314,Rajasthan Royals vs Mumbai Indians,Mumbai Indians,3,Dhawal Kulkarni,3,0,21,2,7.00,10,1,2,0,0
315,Rajasthan Royals vs Mumbai Indians,Mumbai Indians,4,Dwayne Bravo,2.2,0,12,2,5.14,8,0,0,4,0
316,Rajasthan Royals vs Mumbai Indians,Mumbai Indians,5,Sanath Jayasuriya,2,0,17,0,8.50,2,2,0,0,0
317,Rajasthan Royals vs Mumbai Indians,Mumbai Indians,6,Rohan Raje,3,0,19,2,6.33,6,2,0,1,0
318,Rajasthan Royals vs Mumbai Indians,Rajasthan Royals,1,Sohail Tanvir,3.1,0,13,0,4.10,13,1,0,4,0
319,Rajasthan Royals vs Mumbai Indians,Rajasthan Royals,2,Munaf Patel,3,0,21,0,7.00,9,0,1,1,0
320,Rajasthan Royals vs Mumbai Indians,Rajasthan Royals,3,Siddharth Trivedi,3,0,23,0,7.66,9,1,2,0,0
321,Rajasthan Royals vs Mumbai Indians,Rajasthan Royals,4,Shane Watson,4,0,26,2,6.50,10,3,0,1,0
322,Rajasthan Royals vs Mumbai Indians,Rajasthan Royals,5,Shane Warne,2,0,19,1,9.50,5,2,0,2,0
323,Delhi Daredevils vs Chennai Super Kings,Chennai Super Kings,1,Manpreet Gony,4,0,36,1,9.00,6,3,1,1,0
324,Delhi Daredevils vs Chennai Super Kings,Chennai Super Kings,2,Albie Morkel,4,0,35,2,8.75,7,5,0,0,2
325,Delhi Daredevils vs Chennai Super Kings,Chennai Super Kings,3,Muthiah Muralidaran,4,0,25,0,6.25,9,2,0,3,0
326,Delhi Daredevils vs Chennai Super Kings,Chennai Super Kings,4,Palani Amarnath,3,0,35,0,11.66,4,5,1,0,0
327,Delhi Daredevils vs Chennai Super Kings,Chennai Super Kings,5,Lakshmipathy Balaji,4,0,35,2,8.75,6,4,1,0,0
328,Delhi Daredevils vs Chennai Super Kings,Chennai Super Kings,6,Chamara Kapugedera,1,0,15,0,15.00,0,3,0,0,0
329,Delhi Daredevils vs Chennai Super Kings,Delhi Daredevils,1,Glenn McGrath,4,0,23,0,5.75,9,2,0,0,0
330,Delhi Daredevils vs Chennai Super Kings,Delhi Daredevils,2,Mohammad Asif,4,0,33,1,8.25,7,4,0,0,0
331,Delhi Daredevils vs Chennai Super Kings,Delhi Daredevils,3,Yo Mahesh,4,0,40,2,10.00,8,5,1,1,0
332,Delhi Daredevils vs Chennai Super Kings,Delhi Daredevils,4,Pradeep Sangwan,4,0,29,2,7.25,9,4,0,1,0
333,Delhi Daredevils vs Chennai Super Kings,Delhi Daredevils,5,Shoaib Malik,2,0,28,0,14.00,2,3,1,3,0
334,Delhi Daredevils vs Chennai Super Kings,Delhi Daredevils,6,Virender Sehwag,2,0,30,0,15.00,3,2,3,0,0
335,Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Dale Steyn,4,0,27,3,6.75,11,4,0,1,0
336,Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Zaheer Khan,3,0,27,1,9.00,7,3,0,1,0
337,Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,3,Praveen Kumar,3,0,36,1,12.00,7,3,3,0,0
338,Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,4,Vinay Kumar,3,0,15,0,5.00,8,1,0,0,0
339,Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,5,Anil Kumble,3,0,21,0,7.00,10,1,2,0,0
340,Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,1,Ashok Dinda,3,0,20,0,6.66,8,3,0,1,0
341,Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,2,Ishant Sharma,4,0,25,1,6.25,10,3,0,0,0
342,Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,3,Umar Gul,3,0,30,0,10.00,7,5,0,1,1
343,Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,4,Sourav Ganguly,3,0,7,1,2.33,11,0,0,0,0
344,Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,5,Murali Kartik,2,0,24,0,12.00,3,3,1,0,0
345,Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,6,Laxmi Shukla,1,0,15,0,15.00,0,1,1,0,0
346,Deccan Chargers vs Rajasthan Royals,Rajasthan Royals,1,Sohail Tanvir,4,0,39,0,9.75,12,7,1,1,0
347,Deccan Chargers vs Rajasthan Royals,Rajasthan Royals,2,Shane Watson,3,0,22,1,7.33,8,2,1,0,1
348,Deccan Chargers vs Rajasthan Royals,Rajasthan Royals,3,Munaf Patel,4,0,28,1,7.00,9,4,0,0,0
349,Deccan Chargers vs Rajasthan Royals,Rajasthan Royals,4,Shane Warne,4,0,20,2,5.00,9,1,0,0,0
350,Deccan Chargers vs Rajasthan Royals,Rajasthan Royals,5,Yusuf Pathan,2,0,19,1,9.50,2,1,1,0,0
351,Deccan Chargers vs Rajasthan Royals,Rajasthan Royals,6,Siddharth Trivedi,3,0,8,1,2.66,11,0,0,0,0
352,Deccan Chargers vs Rajasthan Royals,Deccan Chargers,1,Paidikalva Vijaykumar,1,0,10,0,10.00,2,2,0,0,0
353,Deccan Chargers vs Rajasthan Royals,Deccan Chargers,2,RP Singh,4,0,24,1,6.00,13,3,0,1,0
354,Deccan Chargers vs Rajasthan Royals,Deccan Chargers,3,Scott Styris,2,0,14,0,7.00,5,0,1,1,0
355,Deccan Chargers vs Rajasthan Royals,Deccan Chargers,4,Pragyan Ojha,4,0,47,1,11.75,6,5,1,2,0
356,Deccan Chargers vs Rajasthan Royals,Deccan Chargers,5,Shahid Afridi,2,0,10,0,5.00,6,1,0,0,0
357,Deccan Chargers vs Rajasthan Royals,Deccan Chargers,6,Sanjay Bangar,2,0,20,0,10.00,2,3,0,0,0
358,Deccan Chargers vs Rajasthan Royals,Deccan Chargers,7,Venugopal Rao,1,0,15,0,15.00,0,2,0,1,0
359,Chennai Super Kings vs Kings XI Punjab,Kings XI Punjab,1,Sreesanth,4,0,29,2,7.25,11,4,0,3,0
360,Chennai Super Kings vs Kings XI Punjab,Kings XI Punjab,2,Irfan Pathan,4,0,33,0,8.25,9,1,2,3,0
361,Chennai Super Kings vs Kings XI Punjab,Kings XI Punjab,3,Vikram Singh,4,0,35,1,8.75,10,3,1,1,1
362,Chennai Super Kings vs Kings XI Punjab,Kings XI Punjab,4,Piyush Chawla,3,0,36,1,12.00,5,2,3,1,0
363,Chennai Super Kings vs Kings XI Punjab,Kings XI Punjab,5,James Hopes,4,0,36,0,9.00,8,3,1,2,0
364,Chennai Super Kings vs Kings XI Punjab,Kings XI Punjab,6,Yuvraj Singh,1,0,8,0,8.00,1,1,0,0,0
365,Chennai Super Kings vs Kings XI Punjab,Chennai Super Kings,1,Manpreet Gony,4,0,38,1,9.50,11,3,3,0,0
366,Chennai Super Kings vs Kings XI Punjab,Chennai Super Kings,2,Albie Morkel,4,0,25,1,6.25,10,1,1,0,0
367,Chennai Super Kings vs Kings XI Punjab,Chennai Super Kings,3,Palani Amarnath,3,0,35,1,11.66,4,3,2,0,0
368,Chennai Super Kings vs Kings XI Punjab,Chennai Super Kings,4,Chamara Kapugedera,1,0,8,0,8.00,0,0,0,0,0
369,Chennai Super Kings vs Kings XI Punjab,Chennai Super Kings,5,Muthiah Muralidaran,4,0,32,1,8.00,9,1,2,1,0
370,Chennai Super Kings vs Kings XI Punjab,Chennai Super Kings,6,Lakshmipathy Balaji,4,0,24,5,6.00,13,0,2,1,0
371,Kolkata Knight Riders vs Deccan Chargers,Deccan Chargers,1,Chaminda Vaas,3,0,36,1,12.00,5,4,2,0,0
372,Kolkata Knight Riders vs Deccan Chargers,Deccan Chargers,2,Paidikalva Vijaykumar,3,0,21,1,7.00,8,2,0,0,1
373,Kolkata Knight Riders vs Deccan Chargers,Deccan Chargers,3,Scott Styris,3,0,28,0,9.33,9,3,2,0,0
374,Kolkata Knight Riders vs Deccan Chargers,Deccan Chargers,4,RP Singh,4,0,59,1,14.75,5,7,2,1,0
375,Kolkata Knight Riders vs Deccan Chargers,Deccan Chargers,5,Venugopal Rao,4,0,24,0,6.00,10,2,0,1,0
376,Kolkata Knight Riders vs Deccan Chargers,Deccan Chargers,6,Sanjay Bangar,1,0,10,0,10.00,2,2,0,0,0
377,Kolkata Knight Riders vs Deccan Chargers,Deccan Chargers,7,Pragyan Ojha,2,0,25,0,12.50,4,2,2,1,0
378,Kolkata Knight Riders vs Deccan Chargers,Kolkata Knight Riders,1,Ashok Dinda,4,0,33,3,8.25,12,6,0,1,0
379,Kolkata Knight Riders vs Deccan Chargers,Kolkata Knight Riders,2,Ishant Sharma,3,0,27,0,9.00,8,4,1,0,0
380,Kolkata Knight Riders vs Deccan Chargers,Kolkata Knight Riders,3,Umar Gul,4,0,43,1,10.75,9,3,2,3,3
381,Kolkata Knight Riders vs Deccan Chargers,Kolkata Knight Riders,4,Sourav Ganguly,4,0,25,2,6.25,11,0,2,0,0
382,Kolkata Knight Riders vs Deccan Chargers,Kolkata Knight Riders,5,Murali Kartik,3,0,29,0,9.66,8,1,3,0,0
383,Kolkata Knight Riders vs Deccan Chargers,Kolkata Knight Riders,6,Laxmi Shukla,2,0,16,1,8.00,5,2,0,0,1
384,Delhi Daredevils vs Rajasthan Royals,Rajasthan Royals,1,Dimitri Mascarenhas,4,0,29,2,7.25,10,3,0,1,0
385,Delhi Daredevils vs Rajasthan Royals,Rajasthan Royals,2,Shane Watson,4,0,21,2,5.25,13,3,0,0,0
386,Delhi Daredevils vs Rajasthan Royals,Rajasthan Royals,3,Munaf Patel,4,0,24,0,6.00,9,2,0,1,0
387,Delhi Daredevils vs Rajasthan Royals,Rajasthan Royals,4,Siddharth Trivedi,4,0,28,2,7.00,9,1,1,1,0
388,Delhi Daredevils vs Rajasthan Royals,Rajasthan Royals,5,Shane Warne,4,0,47,0,11.75,6,1,4,0,0
389,Delhi Daredevils vs Rajasthan Royals,Delhi Daredevils,1,Glenn McGrath,4,0,12,0,3.00,16,1,0,1,0
390,Delhi Daredevils vs Rajasthan Royals,Delhi Daredevils,2,Farveez Maharoof,4,0,22,1,5.50,15,3,0,2,0
391,Delhi Daredevils vs Rajasthan Royals,Delhi Daredevils,3,Pradeep Sangwan,4,0,33,0,8.25,6,2,1,0,0
392,Delhi Daredevils vs Rajasthan Royals,Delhi Daredevils,4,Yo Mahesh,2.1,0,35,0,16.15,5,4,2,0,2
393,Delhi Daredevils vs Rajasthan Royals,Delhi Daredevils,5,Amit Mishra,3,0,27,2,9.00,6,2,1,2,1
394,Delhi Daredevils vs Rajasthan Royals,Delhi Daredevils,6,Virender Sehwag,2,0,21,1,10.50,4,1,2,0,0
395,Royal Challengers Bangalore vs Kings XI Punjab,Kings XI Punjab,1,Sreesanth,4,0,29,3,7.25,11,3,1,1,0
396,Royal Challengers Bangalore vs Kings XI Punjab,Kings XI Punjab,2,Irfan Pathan,4,1,23,1,5.75,11,3,0,1,0
397,Royal Challengers Bangalore vs Kings XI Punjab,Kings XI Punjab,3,Piyush Chawla,4,0,33,2,8.25,6,3,0,1,0
398,Royal Challengers Bangalore vs Kings XI Punjab,Kings XI Punjab,4,Vikram Singh,4,0,15,1,3.75,11,0,0,0,0
399,Royal Challengers Bangalore vs Kings XI Punjab,Kings XI Punjab,5,Yuvraj Singh,2,0,14,0,7.00,3,1,0,1,0
400,Royal Challengers Bangalore vs Kings XI Punjab,Kings XI Punjab,6,James Hopes,2,0,22,0,11.00,4,3,1,0,0
401,Royal Challengers Bangalore vs Kings XI Punjab,Royal Challengers Bangalore,1,Dale Steyn,2,0,33,0,16.50,1,4,1,2,0
402,Royal Challengers Bangalore vs Kings XI Punjab,Royal Challengers Bangalore,2,Zaheer Khan,4,0,35,0,8.75,11,4,2,0,0
403,Royal Challengers Bangalore vs Kings XI Punjab,Royal Challengers Bangalore,3,Praveen Kumar,2.4,0,15,0,5.62,6,0,1,0,0
404,Royal Challengers Bangalore vs Kings XI Punjab,Royal Challengers Bangalore,4,Vinay Kumar,2,0,11,1,5.50,6,1,0,0,0
405,Royal Challengers Bangalore vs Kings XI Punjab,Royal Challengers Bangalore,5,Anil Kumble,4,0,36,0,9.00,10,2,3,1,0
406,Royal Challengers Bangalore vs Kings XI Punjab,Royal Challengers Bangalore,6,Virat Kohli,1,0,9,0,9.00,0,1,0,0,0
407,Kolkata Knight Riders vs Delhi Daredevils,Delhi Daredevils,1,Glenn McGrath,4,0,22,0,5.50,10,1,1,0,0
408,Kolkata Knight Riders vs Delhi Daredevils,Delhi Daredevils,2,Pradeep Sangwan,4,0,29,1,7.25,11,4,0,3,0
409,Kolkata Knight Riders vs Delhi Daredevils,Delhi Daredevils,3,Yo Mahesh,4,0,34,2,8.50,8,3,1,3,1
410,Kolkata Knight Riders vs Delhi Daredevils,Delhi Daredevils,4,Farveez Maharoof,4,0,25,2,6.25,7,0,1,1,0
411,Kolkata Knight Riders vs Delhi Daredevils,Delhi Daredevils,5,Amit Mishra,3,0,13,0,4.33,8,1,0,0,0
412,Kolkata Knight Riders vs Delhi Daredevils,Delhi Daredevils,6,Virender Sehwag,1,0,7,0,7.00,2,1,0,0,0
